season,mode,boss_name,subcategory,author_name,video_url,video_date,total_limited_5star_count,total_standard_5star_count,action_value,metric_value,p1_char,p1_eidolon,p1_lc,p1_superimp,p2_char,p2_eidolon,p2_lc,p2_superimp,p3_char,p3_eidolon,p3_lc,p3_superimp,p4_char,p4_eidolon,p4_lc,p4_superimp
3.8,aa,True Sting,0-Cycle,trần quang huy,https://www.youtube.com/watch?v=pG58pDeUhOw,2025-12-19T14:19:57.000Z,4,0,,0,Firefly,0,Indelible Promise,5,Trailblazer: Harmony,6,In Pursuit of the Wind,1,The Dahlia,0,Never Forget Her Flame,1,Fugue,0,Resolution Shines As Pearls of Sweat,5
3.8,aa,True Sting,0-Cycle,香菇菇OuO,https://www.bilibili.com/video/BV1W2BFBvEUP,2025-12-19T12:25:37.000Z,4,0,,0,Evernight,1,Long May Rainbows Adorn the Sky,1,Cyrene,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Pela,6,Resolution Shines As Pearls of Sweat,5
3.8,aa,Ichor Memosprite,0-Cycle,雾散星河明,https://www.bilibili.com/video/BV1qRqZBHE6E,2025-12-19T09:50:34.000Z,4,0,,0,Mydei,0,A Secret Vow,5,Cyrene,0,Memorys Curtain Never Falls,5,Tribbie,1,Dance Dance Dance,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.8,aa,True Sting,0-Cycle,なんかいい人,https://www.youtube.com/watch?v=PzlirEAfHuI,2025-12-19T06:30:42.000Z,4,0,,0,Hysilens,1,Eyes of the Prey,5,Kafka,0,Before the Tutorial Mission Starts,5,Cyrene,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.8,aa,The Ascended,0-Cycle,摆摆小汁,https://www.bilibili.com/video/BV1oiqoByEgV,2025-12-19T03:09:57.000Z,4,0,,0,Castorice,0,The Flower Remembers,1,Tribbie,0,Dance Dance Dance,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Hyacine,1,The Storys Next Page,3
3.8,aa,True Sting,0-Cycle,Ruri Goko,https://www.youtube.com/watch?v=h68prZEI_QA,2025-12-19T01:03:26.000Z,4,0,,0,March 7th,6,Shadowed by Night,5,The Dahlia,0,Never Forget Her Flame,1,Fugue,1,Resolution Shines As Pearls of Sweat,5,Trailblazer: Harmony,6,Dance Dance Dance,5
3.8,aa,True Sting,0-Cycle,Dohovi Channel,https://www.youtube.com/watch?v=3N9w6ck3CT0,2025-12-18T16:05:46.000Z,4,0,,0,Evernight,0,To Evernights Stars,1,Cyrene,0,This Love Forever,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Pela,6,Resolution Shines As Pearls of Sweat,5
3.8,aa,True Sting,0-Cycle,riconduongcung,https://www.bilibili.com/video/BV1MuqpBKEQB,2025-12-18T12:06:46.000Z,4,0,,0,Rappa,0,After the Charmony Fall,5,The Dahlia,0,Resolution Shines As Pearls of Sweat,5,Fugue,0,Long Road Leads Home,1,Trailblazer: Harmony,6,Dance Dance Dance,5
3.8,aa,Ichor Memosprite,0-Cycle,与澄闪佳偶天成,https://www.bilibili.com/video/BV185q7B4EUW,2025-12-18T03:00:00.000Z,4,0,,0,Phainon,2,On the Fall of an Aeon,5,Tingyun,6,Dance Dance Dance,5,Dan Heng • Permansor Terrae,0,Journey Forever Peaceful,3,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.8,aa,The Ascended,0-Cycle,非常普通向日葵,https://www.bilibili.com/video/BV1jLq5BFEoP,2025-12-17T11:38:38.000Z,4,0,,0,Evernight,2,Sweat Now Cry Less,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Cyrene,0,Memorys Curtain Never Falls,5,Pela,6,Resolution Shines As Pearls of Sweat,5
3.8,aa,True Sting,0-Cycle,okomenoie,https://www.youtube.com/watch?v=iH6oGzi-KM0,2025-12-17T11:38:18.000Z,4,0,,0,Anaxa,0,Into the Unreachable Veil,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Cerydra,0,Dance Dance Dance,5,Cyrene,0,Memorys Curtain Never Falls,5
3.8,aa,True Sting,0-Cycle,iewa107,tiktok:7584772483908193556,2025-12-17T10:31:05.000Z,4,0,,0,Firefly,0,On the Fall of an Aeon,5,Fugue,0,Resolution Shines As Pearls of Sweat,5,The Dahlia,0,Never Forget Her Flame,1,Trailblazer: Harmony,6,Dance Dance Dance,5
3.8,aa,Ichor Memosprite,0-Cycle,テス,https://www.youtube.com/watch?v=PX_r6GoBAIs,2025-12-17T09:17:09.000Z,4,0,,0,Evernight,2,The Flower Remembers,1,Cyrene,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Gallagher,6,Quid Pro Quo,5
3.8,aa,The Ascended,0-Cycle,テス,https://www.youtube.com/watch?v=NZ297WvthCc,2025-12-17T08:25:56.000Z,4,0,,0,Evernight,2,The Flower Remembers,1,Cyrene,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Pela,6,Resolution Shines As Pearls of Sweat,5
3.8,aa,True Sting,0-Cycle,テス,https://www.youtube.com/watch?v=fVcshXCE91Y,2025-12-17T07:18:55.000Z,4,0,,0,Evernight,2,The Flower Remembers,1,Cyrene,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Pela,6,Resolution Shines As Pearls of Sweat,5
3.8,aa,The Ascended,0-Cycle,非常普通向日葵,https://www.bilibili.com/video/BV14uq3BiEpP,2025-12-17T03:15:25.000Z,4,0,,0,Evernight,2,Sweat Now Cry Less,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Pela,6,Resolution Shines As Pearls of Sweat,5,Hyacine,0,Memorys Curtain Never Falls,5
3.8,aa,The Ascended,0-Cycle,风剑倾城,https://www.bilibili.com/video/BV1zfqEBLEst,2025-12-18T02:41:08.000Z,4,1,,0,Phainon,2,Thus Burns the Dawn,1,Bronya,0,Past and Future,5,Tingyun,6,Dance Dance Dance,5,Trailblazer (Remembrance),6,Shadowburn,5
3.8,aa,True Sting,0-Cycle,风剑倾城,https://www.bilibili.com/video/BV1zfqEBLEst,2025-12-18T02:41:08.000Z,4,1,,0,Phainon,2,Thus Burns the Dawn,1,Bronya,0,Past and Future,5,Tingyun,6,Dance Dance Dance,5,Trailblazer (Remembrance),6,Shadowburn,5
3.8,aa,Ichor Memosprite,0-Cycle,风剑倾城,https://www.bilibili.com/video/BV1zfqEBLEst,2025-12-18T02:41:08.000Z,4,1,,0,Phainon,2,Thus Burns the Dawn,1,Bronya,0,Past and Future,5,Tingyun,6,Dance Dance Dance,5,Trailblazer (Remembrance),6,Shadowburn,5
3.8,aa,The Ascended,0-Cycle,無-寒,https://www.bilibili.com/video/BV1oWqEBuEhU,2025-12-18T03:22:39.000Z,4,5,,0,Phainon,2,Thus Burns the Dawn,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Bronya,2,But the Battle Isnt Over,2,Tingyun,6,Dance Dance Dance,5
3.8,aa,The Ascended,0-Cycle,千島まこの旦那_official,https://www.bilibili.com/video/BV1LnBCBGEjF,2025-12-27T15:45:51.000Z,5,0,,0,Hyacine,1,Long May Rainbows Adorn the Sky,1,Cyrene,0,Victory In a Blink,5,Evernight,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.8,aa,Septimus,0-Cycle,与澄闪佳偶天成,https://www.bilibili.com/video/BV1bfBvB5Enb,2025-12-27T02:30:00.000Z,5,0,,0,Anaxa,0,Life Should Be Cast to Flames,1,Cerydra,0,Dance Dance Dance,5,Cyrene,0,This Love Forever,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.8,aa,Septimus,0-Cycle,荫茨Yintz,https://www.bilibili.com/video/BV1NbBqBkEQV,2025-12-26T18:29:22.000Z,5,0,,0,Evernight,2,To Evernights Stars,1,Cyrene,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Pela,6,Resolution Shines As Pearls of Sweat,4
3.8,aa,Ichor Memosprite,0-Cycle,らーたん,https://www.bilibili.com/video/BV195BDBbEzF,2025-12-25T07:55:22.000Z,5,0,,0,Boothill,0,Shadowed by Night,3,The Dahlia,0,Never Forget Her Flame,1,Fugue,1,Resolution Shines As Pearls of Sweat,5,Trailblazer: Harmony,6,Dance Dance Dance,5
3.8,aa,Septimus,0-Cycle,窝不是熊猫人,https://www.bilibili.com/video/BV1puBVBMEmq,2025-12-24T03:53:21.000Z,5,0,,0,Firefly,2,On the Fall of an Aeon,5,The Dahlia,0,Resolution Shines As Pearls of Sweat,5,Fugue,0,Holiday Thermae Escapade,1,Trailblazer: Harmony,6,In Pursuit of the Wind,3
3.8,aa,True Sting,0-Cycle,nullscythe,https://www.youtube.com/watch?v=Xp9iK_uNOso,2025-12-23T23:15:27.000Z,5,0,,0,Gallagher,6,Multiplication,5,The Dahlia,2,Never Forget Her Flame,1,Trailblazer: Harmony,6,In Pursuit of the Wind,1,Fugue,0,Resolution Shines As Pearls of Sweat,1
3.8,aa,Septimus,0-Cycle,riconduongcung,https://www.bilibili.com/video/BV1vEB8BKEPV,2025-12-23T02:08:28.000Z,5,0,,0,Firefly,2,On the Fall of an Aeon,5,The Dahlia,0,Resolution Shines As Pearls of Sweat,5,Fugue,0,Holiday Thermae Escapade,1,Trailblazer: Harmony,6,In Pursuit of the Wind,4
3.8,aa,Septimus,0-Cycle,て,https://www.youtube.com/watch?v=DyS5M0ilDq0,2025-12-22T22:00:13.000Z,5,0,,0,Anaxa,0,Life Should Be Cast to Flames,1,Cyrene,0,Victory In a Blink,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Cerydra,1,Dance Dance Dance,5
3.8,aa,Ichor Memosprite,0-Cycle,Zephyrion,https://www.youtube.com/watch?v=3LVKx2gsIFU,2025-12-21T23:46:19.000Z,5,0,,0,Mydei,1,A Secret Vow,5,Cyrene,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Cerydra,1,Dance Dance Dance,4
3.8,aa,Ichor Memosprite,0-Cycle,hsr.editor0,tiktok:7586453954515504417,2025-12-21T23:16:23.000Z,5,0,,0,Firefly,0,On the Fall of an Aeon,5,The Dahlia,1,Solitary Healing,5,Trailblazer: Harmony,6,Dance Dance Dance,5,Fugue,1,Resolution Shines As Pearls of Sweat,5
3.8,aa,The Ascended,0-Cycle,非常普通向日葵,https://www.bilibili.com/video/BV1H8qSBiENv,2025-12-21T12:43:39.000Z,5,0,,0,Cyrene,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Evernight,0,The Flower Remembers,1,Hyacine,2,The Storys Next Page,3
3.8,aa,Ichor Memosprite,0-Cycle,非常普通向日葵,https://www.bilibili.com/video/BV1hwq1BuEqp,2025-12-20T20:21:09.000Z,5,0,,0,Cyrene,2,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Evernight,1,Dance Dance Dance,5,Asta,6,Dance Dance Dance,5
3.8,aa,True Sting,0-Cycle,千島まこの旦那_official,https://www.bilibili.com/video/BV1YdqkBvEeg,2025-12-20T19:12:52.000Z,5,0,,0,Tribbie,2,Dance Dance Dance,5,Cyrene,0,Memorys Curtain Never Falls,5,Dan Heng • Permansor Terrae,0,On the Fall of an Aeon,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.8,aa,Ichor Memosprite,0-Cycle,วันนี้ไม่หลอน,https://www.youtube.com/watch?v=HRc-G9xL4gU,2025-12-20T17:45:50.000Z,5,0,,0,Mydei,1,A Secret Vow,5,Cyrene,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Tribbie,1,Dance Dance Dance,5
3.8,aa,Septimus,0-Cycle,ぽ,https://www.youtube.com/watch?v=GgtTzZJWOIo,2025-12-20T13:37:28.000Z,5,0,,0,Evernight,2,To Evernights Stars,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Pela,6,Resolution Shines As Pearls of Sweat,2,Cyrene,0,Memorys Curtain Never Falls,5
3.8,aa,True Sting,0-Cycle,非常普通向日葵,https://www.bilibili.com/video/BV1SZq6BxE2m,2025-12-20T13:31:59.000Z,5,0,,0,Cyrene,2,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Evernight,1,Dance Dance Dance,5,Asta,6,Dance Dance Dance,5
3.8,aa,Ichor Memosprite,0-Cycle,麦麦麦老湿,https://www.bilibili.com/video/BV1MwqrB9ESD,2025-12-20T13:14:47.000Z,5,0,,0,Firefly,2,On the Fall of an Aeon,5,Trailblazer: Harmony,6,In Pursuit of the Wind,3,Fugue,0,Flames Afar,1,The Dahlia,0,Destinys Threads Forewoven,1
3.8,aa,Ichor Memosprite,0-Cycle,-落_樱-_,https://www.bilibili.com/video/BV1biqzBQEdS,2025-12-20T09:16:39.000Z,5,0,,0,Firefly,2,On the Fall of an Aeon,5,The Dahlia,0,Resolution Shines As Pearls of Sweat,5,Fugue,0,Resolution Shines As Pearls of Sweat,5,Trailblazer: Harmony,6,Dance Dance Dance,5
3.8,aa,The Ascended,0-Cycle,Ulti_Jason,https://www.bilibili.com/video/BV1dPq6BaELp,2025-12-20T08:19:49.000Z,5,0,,0,Firefly,2,On the Fall of an Aeon,5,Fugue,0,Holiday Thermae Escapade,1,Trailblazer: Harmony,6,In Pursuit of the Wind,3,The Dahlia,0,Resolution Shines As Pearls of Sweat,5
3.8,aa,True Sting,0-Cycle,一只500年的小幼刀,https://www.bilibili.com/video/BV1UVqfBuEiu,2025-12-19T07:43:08.000Z,5,0,,0,Evernight,0,Sweat Now Cry Less,5,Cyrene,2,This Love Forever,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Pela,6,Resolution Shines As Pearls of Sweat,5
3.8,aa,Septimus,0-Cycle,窝不是熊猫人,https://www.youtube.com/watch?v=qEdiIOGWwRc,2025-12-19T01:49:47.000Z,5,0,,0,Firefly,2,On the Fall of an Aeon,5,The Dahlia,0,Resolution Shines As Pearls of Sweat,5,Fugue,0,Holiday Thermae Escapade,1,Trailblazer: Harmony,6,In Pursuit of the Wind,3
3.8,aa,The Ascended,0-Cycle,非常普通向日葵,https://www.bilibili.com/video/BV19hqXBaE3x,2025-12-18T20:13:06.000Z,5,0,,0,Castorice,0,The Flower Remembers,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Evernight,0,Sweat Now Cry Less,4,Hyacine,1,Long May Rainbows Adorn the Sky,1
3.8,aa,True Sting,0-Cycle,clone hsr,https://www.youtube.com/watch?v=J1-AfqeDbv4,2025-12-18T19:05:33.000Z,5,0,,0,Boothill,0,Shadowed by Night,5,The Dahlia,0,Never Forget Her Flame,1,Fugue,0,Long Road Leads Home,1,Trailblazer: Harmony,6,Dance Dance Dance,5
3.8,aa,Ichor Memosprite,0-Cycle,阿雅最棒啦,https://www.bilibili.com/video/BV16dqDBqENJ,2025-12-18T15:48:17.000Z,5,0,,0,Phainon,0,Thus Burns the Dawn,1,Cerydra,1,Dance Dance Dance,2,Ruan Mei,0,Dance Dance Dance,3,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.8,aa,True Sting,0-Cycle,殇の火,https://www.bilibili.com/video/BV19hqEBeEqf,2025-12-18T04:28:52.000Z,5,0,,0,Firefly,1,Thus Burns the Dawn,1,The Dahlia,0,Holiday Thermae Escapade,1,Fugue,0,Resolution Shines As Pearls of Sweat,5,Trailblazer: Harmony,6,In Pursuit of the Wind,4
3.8,aa,True Sting,0-Cycle,riconduongcung,https://www.bilibili.com/video/BV18HqJB8Eab,2025-12-18T01:56:34.000Z,5,0,,0,Rappa,0,After the Charmony Fall,5,The Dahlia,0,Resolution Shines As Pearls of Sweat,5,Fugue,2,Holiday Thermae Escapade,5,Trailblazer: Harmony,6,Dance Dance Dance,5
3.8,aa,True Sting,0-Cycle,Ray Heng,https://www.youtube.com/watch?v=gWjSKLjdZT4,2025-12-17T20:20:45.000Z,5,0,,0,Firefly,0,Thus Burns the Dawn,1,The Dahlia,0,Never Forget Her Flame,1,Trailblazer: Harmony,6,Dance Dance Dance,5,Fugue,0,Resolution Shines As Pearls of Sweat,5
3.8,aa,Ichor Memosprite,0-Cycle,Vân Chi,https://www.youtube.com/watch?v=ZJQZ3Th5PWI,2025-12-17T16:44:00.000Z,5,0,,0,Anaxa,0,Life Should Be Cast to Flames,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Cyrene,0,Memorys Curtain Never Falls,5,Cerydra,1,Dance Dance Dance,5
3.8,aa,True Sting,0-Cycle,非常普通向日葵,https://www.bilibili.com/video/BV1DhqjBdEqD,2025-12-17T15:19:23.000Z,5,0,,0,Evernight,2,To Evernights Stars,1,Cyrene,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,,,,
3.8,aa,Septimus,0-Cycle,O Y F U M,https://www.youtube.com/watch?v=9VZ-kzM6aRY,2025-12-17T14:55:36.000Z,5,0,,0,Evernight,2,To Evernights Stars,1,Cyrene,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Pela,6,Resolution Shines As Pearls of Sweat,5
3.8,aa,Septimus,0-Cycle,凛裳落落落,https://www.bilibili.com/video/BV1oYqVBZEX3,2025-12-17T14:27:40.000Z,5,0,,0,Evernight,2,To Evernights Stars,1,Cyrene,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Pela,6,Resolution Shines As Pearls of Sweat,5
3.8,aa,True Sting,0-Cycle,Ray Heng,https://www.youtube.com/watch?v=2KQ0DATRqCI,2025-12-17T13:27:17.000Z,5,0,,0,Mydei,1,A Secret Vow,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Tribbie,1,Dance Dance Dance,5,Cyrene,0,Memorys Curtain Never Falls,5
3.8,aa,Ichor Memosprite,0-Cycle,非常普通向日葵,https://www.bilibili.com/video/BV1Mmq3B6E36,2025-12-17T09:24:45.000Z,5,0,,0,Evernight,2,Sweat Now Cry Less,1,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Cyrene,0,Memorys Curtain Never Falls,5,Dan Heng • Permansor Terrae,0,On the Fall of an Aeon,5
3.8,aa,True Sting,0-Cycle,らーたん,https://www.bilibili.com/video/BV1VEqGBJEt4,2025-12-17T08:02:01.000Z,5,0,,0,Boothill,0,Shadowed by Night,3,The Dahlia,0,Never Forget Her Flame,1,Fugue,1,Resolution Shines As Pearls of Sweat,5,Trailblazer: Harmony,6,Dance Dance Dance,5
3.8,aa,Septimus,0-Cycle,Steno,https://www.youtube.com/watch?v=8PXmh4ssN-0,2025-12-17T03:43:40.000Z,5,0,,0,Evernight,2,To Evernights Stars,1,Cyrene,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Pela,6,Resolution Shines As Pearls of Sweat,4
3.8,aa,Ichor Memosprite,0-Cycle,Bảo Ngọc Đinh,https://www.youtube.com/watch?v=LK0dXlJ2BnA,2025-12-20T13:38:37.000Z,5,1,,0,Evernight,2,To Evernights Stars,1,Pela,6,Resolution Shines As Pearls of Sweat,5,Dan Heng • Permansor Terrae,0,Night on the Milky Way,1,Trailblazer (Remembrance),6,Memorys Curtain Never Falls,5
3.8,aa,Ichor Memosprite,0-Cycle,bhbhlmao3,tiktok:7585584018045848840,2025-12-19T15:00:14.000Z,5,1,,0,Phainon,0,Thus Burns the Dawn,1,Cerydra,0,Dance Dance Dance,5,Sunday,0,Past and Future,5,Dan Heng • Permansor Terrae,0,Night on the Milky Way,1
3.8,aa,The Ascended,0-Cycle,Magical Engineering,https://www.youtube.com/watch?v=4mnq8vY1Zdo,2025-12-24T22:04:01.000Z,6,0,,0,Hysilens,1,Why Does the Ocean Sing,1,Kafka,0,Before the Tutorial Mission Starts,5,Ruan Mei,1,Dance Dance Dance,5,Gallagher,6,Quid Pro Quo,5
3.8,aa,Septimus,0-Cycle,okomenoie,https://www.youtube.com/watch?v=mbqWZqesZ0Y,2025-12-24T22:00:53.000Z,6,0,,0,Anaxa,0,Life Should Be Cast to Flames,1,Cyrene,0,Long May Rainbows Adorn the Sky,1,Trailblazer (Remembrance),6,This Love Forever,1,Cerydra,0,Dance Dance Dance,5
3.8,aa,The Ascended,0-Cycle,千島まこの旦那_official,https://www.bilibili.com/video/BV1FoB1BxEVx,2025-12-24T15:24:41.000Z,6,0,,0,Tribbie,2,Dance Dance Dance,5,Cyrene,0,Memorys Curtain Never Falls,5,Hyacine,1,The Storys Next Page,4,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.8,aa,Septimus,0-Cycle,David-raoult,https://www.bilibili.com/video/BV1ZcB2BQEtZ,2025-12-24T15:05:53.000Z,6,0,,0,Evernight,2,The Flower Remembers,1,Cyrene,0,Long May Rainbows Adorn the Sky,1,Hyacine,0,Memorys Curtain Never Falls,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5
3.8,aa,True Sting,0-Cycle,黑川赤音小姐,https://www.bilibili.com/video/BV1k7BKBUEo3,2025-12-23T11:38:45.000Z,6,0,,0,Lingsha,1,What Is Real,5,The Dahlia,0,Resolution Shines As Pearls of Sweat,5,Fugue,2,Holiday Thermae Escapade,1,Trailblazer: Harmony,6,In Pursuit of the Wind,3
3.8,aa,The Ascended,0-Cycle,なんかいい人,https://www.youtube.com/watch?v=64LDZmsn9QQ,2025-12-23T10:26:32.000Z,6,0,,0,Hysilens,1,Why Does the Ocean Sing,1,Kafka,0,Before the Tutorial Mission Starts,5,Tribbie,1,Dance Dance Dance,5,Gallagher,6,Quid Pro Quo,5
3.8,aa,True Sting,0-Cycle,--汜乜--,https://www.bilibili.com/video/BV1NeBTBoEEU,2025-12-23T08:10:55.000Z,6,0,,0,The Herta,2,Into the Unreachable Veil,1,Herta,6,Make the World Clamor,5,Trailblazer (Remembrance),6,Fly Into a Pink Tomorrow,5,Tribbie,1,Dance Dance Dance,4
3.8,aa,Septimus,0-Cycle,geet,https://www.youtube.com/watch?v=RYiQ7D1sK3w,2025-12-23T04:36:37.000Z,6,0,,0,Firefly,2,On the Fall of an Aeon,5,The Dahlia,0,Never Forget Her Flame,1,Fugue,0,Resolution Shines As Pearls of Sweat,5,Trailblazer: Harmony,6,In Pursuit of the Wind,1
3.8,aa,Ichor Memosprite,0-Cycle,_小J姐姐,https://www.bilibili.com/video/BV1DxBnBzEU7,2025-12-22T02:00:00.000Z,6,0,,0,Anaxa,0,Into the Unreachable Veil,1,Cerydra,0,Dance Dance Dance,5,Cyrene,0,Long May Rainbows Adorn the Sky,1,Dan Heng • Permansor Terrae,0,Journey Forever Peaceful,2
3.8,aa,Ichor Memosprite,0-Cycle,trần quang huy,https://www.youtube.com/watch?v=IwE2fScsrmo,2025-12-21T07:01:37.000Z,6,0,,0,Firefly,0,Whereabouts Should Dreams Rest,1,Trailblazer: Harmony,6,Dance Dance Dance,5,The Dahlia,0,Never Forget Her Flame,1,Ruan Mei,1,In Pursuit of the Wind,1
3.8,aa,Septimus,0-Cycle,riconduongcung,https://www.bilibili.com/video/BV1jnqUB9Eif,2025-12-21T05:40:08.000Z,6,0,,0,Firefly,0,Thus Burns the Dawn,1,The Dahlia,0,Never Forget Her Flame,1,Fugue,0,Lies Dance on the Breeze,1,Trailblazer: Harmony,6,In Pursuit of the Wind,4
